Combination Name,algorithm,train_split,test_split,lambda,k,MAE,RMSE,Precision,Recall
"Name_k_faction_sim_Split_(0.5, 0.5)_K_5_Lambda_0.4",k_faction_sim,0.5,0.5,0.4,5,0.8414264850586529,1.072409668654901,0.7174097664543524,0.24279503392353774
"Name_cn_sim_Split_(0.5, 0.5)_K_5_Lambda_0.4",cn_sim,0.5,0.5,0.4,5,0.8182245601060603,1.0392535595361938,0.7254777070063695,0.24541119677050227
"Name_k_faction_sim_Split_(0.5, 0.5)_K_5_Lambda_0.5",k_faction_sim,0.5,0.5,0.5,5,0.8440307270153592,1.0749745883316522,0.7108280254777071,0.24155956933318654
"Name_cn_sim_Split_(0.5, 0.5)_K_5_Lambda_0.5",cn_sim,0.5,0.5,0.5,5,0.8217373180541211,1.0423327394336745,0.7199575371549894,0.24233732688809578
"Name_KNN-Cosine_Split_(0.5, 0.5)_K_5",KNN-Cosine,0.5,0.5,N/A,5,0.8267978039163343,1.045921439003885,0.699787685774947,0.2357841354605612
"Name_KNN-Pearson_Split_(0.5, 0.5)_K_5",KNN-Pearson,0.5,0.5,N/A,5,0.8133980130362696,1.035754579854114,0.7101910828025477,0.24236672089065459
"Name_k_faction_sim_Split_(0.5, 0.5)_K_10_Lambda_0.1",k_faction_sim,0.5,0.5,0.1,10,0.825589077518121,1.0540174101979911,0.7259023354564755,0.24603685111452933
"Name_cn_sim_Split_(0.5, 0.5)_K_10_Lambda_0.1",cn_sim,0.5,0.5,0.1,10,0.7918363083621724,1.0091845182757138,0.7401273885350319,0.24950478327140585
"Name_k_faction_sim_Split_(0.5, 0.5)_K_10_Lambda_0.2",k_faction_sim,0.5,0.5,0.2,10,0.8260791602256606,1.0539752307510029,0.7278131634819532,0.24685274949098762
"Name_cn_sim_Split_(0.5, 0.5)_K_10_Lambda_0.2",cn_sim,0.5,0.5,0.2,10,0.7935614331719618,1.009769658972483,0.7377919320594479,0.24858606256572405
"Name_k_faction_sim_Split_(0.5, 0.5)_K_10_Lambda_0.3",k_faction_sim,0.5,0.5,0.3,10,0.8277500693659602,1.0554715820656235,0.7246284501061571,0.2437686116770546
"Name_cn_sim_Split_(0.5, 0.5)_K_10_Lambda_0.3",cn_sim,0.5,0.5,0.3,10,0.7961076017338999,1.0121258841734917,0.7339702760084925,0.24699903049674665
"Name_k_faction_sim_Split_(0.5, 0.5)_K_10_Lambda_0.4",k_faction_sim,0.5,0.5,0.4,10,0.8295057252687417,1.0574001142930756,0.7205944798301487,0.24226027609942852
"Name_cn_sim_Split_(0.5, 0.5)_K_10_Lambda_0.4",cn_sim,0.5,0.5,0.4,10,0.7985146141833376,1.014682194522448,0.7288747346072187,0.24503686966946972
"Name_k_faction_sim_Split_(0.5, 0.5)_K_10_Lambda_0.5",k_faction_sim,0.5,0.5,0.5,10,0.8307627967306319,1.0590449576459957,0.7152866242038217,0.2411940140136853
"Name_cn_sim_Split_(0.5, 0.5)_K_10_Lambda_0.5",cn_sim,0.5,0.5,0.5,10,0.8013057491166679,1.017798045503425,0.7284501061571126,0.24643903279673085
"Name_KNN-Cosine_Split_(0.5, 0.5)_K_10",KNN-Cosine,0.5,0.5,N/A,10,0.7935507511331804,1.0028596927585685,0.7312101910828025,0.2477675750335829
"Name_KNN-Pearson_Split_(0.5, 0.5)_K_10",KNN-Pearson,0.5,0.5,N/A,10,0.7825413671433623,0.9967029536354713,0.7401273885350319,0.25109888861592766
"Name_k_faction_sim_Split_(0.5, 0.5)_K_20_Lambda_0.1",k_faction_sim,0.5,0.5,0.1,20,0.8233952151372701,1.050834996376347,0.7261146496815286,0.24660738041052993
"Name_cn_sim_Split_(0.5, 0.5)_K_20_Lambda_0.1",cn_sim,0.5,0.5,0.1,20,0.7881515465009848,1.0041006623677338,0.7418259023354564,0.2513859206432025
"Name_k_faction_sim_Split_(0.5, 0.5)_K_20_Lambda_0.2",k_faction_sim,0.5,0.5,0.2,20,0.8241212877141092,1.051108263621818,0.7265392781316348,0.24567821269255308
"Name_cn_sim_Split_(0.5, 0.5)_K_20_Lambda_0.2",cn_sim,0.5,0.5,0.2,20,0.7894366020227145,1.0049042902676926,0.7443736730360935,0.25121638767375826
"Name_k_faction_sim_Split_(0.5, 0.5)_K_20_Lambda_0.3",k_faction_sim,0.5,0.5,0.3,20,0.8253048201120712,1.0522397201726346,0.7229299363057324,0.2439909092062708
"Name_cn_sim_Split_(0.5, 0.5)_K_20_Lambda_0.3",cn_sim,0.5,0.5,0.3,20,0.7911865600242622,1.0063585994327038,0.745859872611465,0.2518877568035119
"Name_k_faction_sim_Split_(0.5, 0.5)_K_20_Lambda_0.4",k_faction_sim,0.5,0.5,0.4,20,0.826763835380557,1.0538380866521229,0.7186836518046709,0.24224866429512187
"Name_cn_sim_Split_(0.5, 0.5)_K_20_Lambda_0.4",cn_sim,0.5,0.5,0.4,20,0.7931336655718176,1.0082808196451643,0.7426751592356688,0.2511891946083815
"Name_k_faction_sim_Split_(0.5, 0.5)_K_20_Lambda_0.5",k_faction_sim,0.5,0.5,0.5,20,0.8281946890072251,1.055515379706915,0.7186836518046709,0.24277854182403638
"Name_cn_sim_Split_(0.5, 0.5)_K_20_Lambda_0.5",cn_sim,0.5,0.5,0.5,20,0.7948721265136879,1.010100522685683,0.737579617834395,0.24957179850576597
"Name_KNN-Cosine_Split_(0.5, 0.5)_K_20",KNN-Cosine,0.5,0.5,N/A,20,0.7759442713138339,0.9812863208687581,0.7562632696390658,0.25778071925959894
"Name_KNN-Pearson_Split_(0.5, 0.5)_K_20",KNN-Pearson,0.5,0.5,N/A,20,0.7666837160694489,0.9780092726085681,0.7658174097664544,0.25963905144014765
"Name_k_faction_sim_Split_(0.5, 0.5)_K_30_Lambda_0.1",k_faction_sim,0.5,0.5,0.1,30,0.8237637575188156,1.0512960652451109,0.7284501061571126,0.24787888195976457
"Name_cn_sim_Split_(0.5, 0.5)_K_30_Lambda_0.1",cn_sim,0.5,0.5,0.1,30,0.7889742576622266,1.004666794304557,0.7437367303609342,0.2521352507262982
"Name_k_faction_sim_Split_(0.5, 0.5)_K_30_Lambda_0.2",k_faction_sim,0.5,0.5,0.2,30,0.8241884467611944,1.0513224717559397,0.7265392781316348,0.24608216490110546
"Name_cn_sim_Split_(0.5, 0.5)_K_30_Lambda_0.2",cn_sim,0.5,0.5,0.2,30,0.7901213241623269,1.0053435031997562,0.7441613588110403,0.25233713887000414
"Name_k_faction_sim_Split_(0.5, 0.5)_K_30_Lambda_0.3",k_faction_sim,0.5,0.5,0.3,30,0.8252830047603206,1.0524423887214631,0.7216560509554141,0.24391358010729053
"Name_cn_sim_Split_(0.5, 0.5)_K_30_Lambda_0.3",cn_sim,0.5,0.5,0.3,30,0.7915789180710859,1.0066614088419314,0.7462845010615711,0.2527346011962678
"Name_k_faction_sim_Split_(0.5, 0.5)_K_30_Lambda_0.4",k_faction_sim,0.5,0.5,0.4,30,0.8264799649047995,1.0538052765634802,0.7169851380042462,0.24250956256383646
"Name_cn_sim_Split_(0.5, 0.5)_K_30_Lambda_0.4",cn_sim,0.5,0.5,0.4,30,0.7930438559892202,1.0081343984984201,0.7414012738853503,0.25241229496793616
"Name_k_faction_sim_Split_(0.5, 0.5)_K_30_Lambda_0.5",k_faction_sim,0.5,0.5,0.5,30,0.8277321908280171,1.0553299188537595,0.7176220806794055,0.24363489541384944
"Name_cn_sim_Split_(0.5, 0.5)_K_30_Lambda_0.5",cn_sim,0.5,0.5,0.5,30,0.7945356987193244,1.009793057390609,0.7382165605095541,0.2507183498498889
"Name_KNN-Cosine_Split_(0.5, 0.5)_K_30",KNN-Cosine,0.5,0.5,N/A,30,0.7699517035947957,0.9754665397478106,0.7624203821656051,0.2575714443142262
"Name_KNN-Pearson_Split_(0.5, 0.5)_K_30",KNN-Pearson,0.5,0.5,N/A,30,0.763419274572413,0.9743485402900411,0.7679405520169852,0.2607530190890323
"Name_k_faction_sim_Split_(0.5, 0.5)_K_40_Lambda_0.1",k_faction_sim,0.5,0.5,0.1,40,0.8241028022937323,1.0516776887879622,0.7252653927813164,0.24713782416342733
"Name_cn_sim_Split_(0.5, 0.5)_K_40_Lambda_0.1",cn_sim,0.5,0.5,0.1,40,0.7895484370192583,1.0051759372218436,0.740764331210191,0.2507339671967125
"Name_k_faction_sim_Split_(0.5, 0.5)_K_40_Lambda_0.2",k_faction_sim,0.5,0.5,0.2,40,0.8244258207517039,1.0516889239517757,0.7237791932059447,0.24549738332289744
"Name_cn_sim_Split_(0.5, 0.5)_K_40_Lambda_0.2",cn_sim,0.5,0.5,0.2,40,0.7905876197795386,1.005829041599636,0.7443736730360935,0.25211897522293913
"Name_k_faction_sim_Split_(0.5, 0.5)_K_40_Lambda_0.3",k_faction_sim,0.5,0.5,0.3,40,0.825332720804579,1.0526403907844561,0.721656050955414,0.2438950446886207
"Name_cn_sim_Split_(0.5, 0.5)_K_40_Lambda_0.3",cn_sim,0.5,0.5,0.3,40,0.7919804839137968,1.0071051371697626,0.7435244161358812,0.25171024361762784
"Name_k_faction_sim_Split_(0.5, 0.5)_K_40_Lambda_0.4",k_faction_sim,0.5,0.5,0.4,40,0.8264688076897944,1.053949271012166,0.7197452229299363,0.2439926092085003
"Name_cn_sim_Split_(0.5, 0.5)_K_40_Lambda_0.4",cn_sim,0.5,0.5,0.4,40,0.7933553710159994,1.008477298956845,0.7390658174097665,0.25091974769945985
"Name_k_faction_sim_Split_(0.5, 0.5)_K_40_Lambda_0.5",k_faction_sim,0.5,0.5,0.5,40,0.8276211548792296,1.0553599158630718,0.7182590233545648,0.244079729483826
"Name_cn_sim_Split_(0.5, 0.5)_K_40_Lambda_0.5",cn_sim,0.5,0.5,0.5,40,0.7946725957733928,1.009900179699341,0.7390658174097665,0.2513606586833825
"Name_KNN-Cosine_Split_(0.5, 0.5)_K_40",KNN-Cosine,0.5,0.5,N/A,40,0.7670045673362668,0.9725468998094562,0.7636942675159236,0.25795430810452724
"Name_KNN-Pearson_Split_(0.5, 0.5)_K_40",KNN-Pearson,0.5,0.5,N/A,40,0.7619942531556441,0.9728667629195257,0.7670912951167729,0.26068635361318276
"Name_k_faction_sim_Split_(0.5, 0.5)_K_50_Lambda_0.1",k_faction_sim,0.5,0.5,0.1,50,0.8243232158331558,1.0518369730365125,0.724203821656051,0.24681554275881648
"Name_cn_sim_Split_(0.5, 0.5)_K_50_Lambda_0.1",cn_sim,0.5,0.5,0.1,50,0.7900434115776745,1.0055250265414852,0.7397027600849256,0.2503828421001468
"Name_k_faction_sim_Split_(0.5, 0.5)_K_50_Lambda_0.2",k_faction_sim,0.5,0.5,0.2,50,0.8246310464074367,1.051937352296909,0.724416135881104,0.2459348972546905
"Name_cn_sim_Split_(0.5, 0.5)_K_50_Lambda_0.2",cn_sim,0.5,0.5,0.2,50,0.7909817360388884,1.0061353934321646,0.7418259023354564,0.2504739625171619
"Name_k_faction_sim_Split_(0.5, 0.5)_K_50_Lambda_0.3",k_faction_sim,0.5,0.5,0.3,50,0.8254758428932817,1.0528590499536021,0.7229299363057324,0.24508376076167743
"Name_cn_sim_Split_(0.5, 0.5)_K_50_Lambda_0.3",cn_sim,0.5,0.5,0.3,50,0.7922321028872882,1.0073307327402108,0.7433121019108281,0.2521072437411158
"Name_k_faction_sim_Split_(0.5, 0.5)_K_50_Lambda_0.4",k_faction_sim,0.5,0.5,0.4,50,0.82654104857828,1.054125560156589,0.7178343949044587,0.24342621412988955
"Name_cn_sim_Split_(0.5, 0.5)_K_50_Lambda_0.4",cn_sim,0.5,0.5,0.4,50,0.7935452474915319,1.0086923484112897,0.7397027600849256,0.25107455794712047
"Name_k_faction_sim_Split_(0.5, 0.5)_K_50_Lambda_0.5",k_faction_sim,0.5,0.5,0.5,50,0.8276885433124741,1.0555141654490896,0.7176220806794055,0.24419656387447722
"Name_cn_sim_Split_(0.5, 0.5)_K_50_Lambda_0.5",cn_sim,0.5,0.5,0.5,50,0.7947965396710174,1.0101240328615964,0.7386411889596604,0.2503212722313374
"Name_KNN-Cosine_Split_(0.5, 0.5)_K_50",KNN-Cosine,0.5,0.5,N/A,50,0.7654422006416689,0.9708216287222948,0.7721868365180468,0.2604027813324098
"Name_KNN-Pearson_Split_(0.5, 0.5)_K_50",KNN-Pearson,0.5,0.5,N/A,50,0.761472745114725,0.9723480277457557,0.7685774946921444,0.26094832507995286
